Timestamp,Supplier,Model,Price_KD,Source_Chat,Raw_Snippet,Notes
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung M17e 5G (4/128),,Sahil Bora DXB,Samsung M17e 5G (4/128); FOB Dubai,No currency/price posted; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung S25 FE S731B/DS (8/128),,Sahil Bora DXB,Samsung S25 FE S731B/DS (8/128); FOB Dubai,No currency/price posted; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Google Pixel 11 512GB,,Sahil Bora DXB,"Google Pixel 11 512GB, 33 pcs; FOB Dubai",No currency/price posted; 33 pcs; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Motorola Edge 60 Fusion (12/256),,Sahil Bora DXB,Motorola Edge 60 Fusion (12/256); In Booking; FOB Dubai,No currency/price posted; in booking; No price posted
2026-09-14 01:06 Asia/Kuwait,Joy Xie HK,Poco C71 4+64 EU,,Joy Xie HK,"WTS, EX HK, please check — Poco C71 4+64 EU $92",USD price; USD 92
2026-09-14 01:06 Asia/Kuwait,Joy Xie HK,Poco C71 4+128 EU,,Joy Xie HK,"WTS, EX HK, please check — Poco C71 4+128 EU $105",USD price; USD 105
2026-09-14 02:49 Asia/Kuwait,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,WTS: Redmi 15C 5G 4+128GB EU Spec; Any demand for the above model?,No currency/price posted; No price posted
2026-09-14 03:45 Asia/Kuwait,Real Tech Fzco DXB,Samsung A075 4/128GB,,Real Tech Fzco DXB,Selling Samsung A075 4/128gb; Blk green violet; Arabic; Ready,No currency/price posted; No price posted
2026-09-14 15:14 Asia/Kuwait,Mohit- Teleflex DXB,Samsung A57 12/512GB,,Teleflex Telecom Fzco,WTS Sam. A57 12/512,No price posted; WTS
2026-09-14 22:31 Asia/Kuwait,Roy HK,Redmi 15C 4G 4+128GB EU,,Roy HK,Redmi 15C 4G 4+128GB EU — USD 115,Cumulative alert copy; source time shown.; USD 115
2026-09-14 02:19 Asia/Kuwait,Mobile Telecom Industry,Samsung Galaxy A36 8/128GB,,Mobile Telecom Industry,HOT Samsung Galaxy A36 8/128GB — USD 216,Cumulative alert copy; source time shown.; USD 216
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi A5 3/64GB,,Ali Raza - Cellutech,Redmi A5 3/64GB — USD 94,Cumulative alert copy; source time shown.; USD 94
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi A7 Pro 4G 4/64GB,,Ali Raza - Cellutech,Redmi A7 Pro 4G 4/64GB — USD 98,Cumulative alert copy; source time shown.; USD 98
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi A7 Pro 4G 4/128GB,,Ali Raza - Cellutech,Redmi A7 Pro 4G 4/128GB — USD 113,Cumulative alert copy; source time shown.; USD 113
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi Note 15 8/256GB,,Ali Raza - Cellutech,Redmi Note 15 8/256GB — USD 198,Cumulative alert copy; source time shown.; USD 198
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi Note 15 8/256GB NFC,,Ali Raza - Cellutech,Redmi Note 15 8/256GB NFC — USD 200,Cumulative alert copy; source time shown.; USD 200
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi Note 15 Pro 4G 8/256GB,,Ali Raza - Cellutech,Redmi Note 15 Pro 4G 8/256GB — USD 265,Cumulative alert copy; source time shown.; USD 265
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi 15C 4G 8/256GB,,Ali Raza - Cellutech,Redmi 15C 4G 8/256GB — USD 145,Cumulative alert copy; source time shown.; USD 145
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,Redmi Note 15 Pro+ 12/512GB,,Ali Raza - Cellutech,Redmi Note 15 Pro+ 12/512GB — USD 368,Cumulative alert copy; source time shown.; USD 368
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO C85 8/256GB,,Ali Raza - Cellutech,POCO C85 8/256GB — USD 146,Cumulative alert copy; source time shown.; USD 146
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO C85 6/128GB,,Ali Raza - Cellutech,POCO C85 6/128GB — USD 120,Cumulative alert copy; source time shown.; USD 120
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO C81 Pro 4/64GB,,Ali Raza - Cellutech,POCO C81 Pro 4/64GB — USD 97,Cumulative alert copy; source time shown.; USD 97
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO X8 Pro 5G 8/256GB,,Ali Raza - Cellutech,POCO X8 Pro 5G 8/256GB — USD 335,Cumulative alert copy; source time shown.; USD 335
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO X8 Pro 12/512GB,,Ali Raza - Cellutech,POCO X8 Pro 12/512GB — USD 389,Cumulative alert copy; source time shown.; USD 389
2026-09-14 00:15 Asia/Kuwait,Ali Raza - Cellutech,POCO X8 Pro Max 5G 12/512GB,,Ali Raza - Cellutech,POCO X8 Pro Max 5G 12/512GB — USD 482,Cumulative alert copy; source time shown.; USD 482
2026-09-14 00:14 Asia/Kuwait,Roy HK,Redmi 15C 5G NFC 4+128 EU,,Roy HK,Redmi 15C 5G NFC 4+128 EU — USD 148,Cumulative alert copy; source time shown.; USD 148
2026-09-14 00:06 Asia/Kuwait,Mohit - Teleflex DXB,ZTE Blade A75 5G 4/128 with NFC,,Teleflex Telecom Fzco,ZTE Blade A75 5G 4/128 with NFC — No price posted,Cumulative alert copy; source time shown.; No price posted
2026-09-14  Asia/Kuwait,Bombay Digital DXB,Samsung Galaxy S25 Edge 256GB,,Bombay Digital DXB,HOT S25 Edge 256GB — AED 1850,Source offer time was not visible in the expanded alert.; AED 1850
2026-09-14  Asia/Kuwait,Eshan Cellutech,Redmi A7 Pro 4G 4/64GB,,Eshan Cellutech,HOT Redmi A7 Pro 4G 4/64GB — short-time deal language,Source offer time was not visible in the expanded alert.; No price posted
2026-09-14  Asia/Kuwait,Eshan Cellutech,Redmi A7 Pro 4G 4/128GB,,Eshan Cellutech,HOT Redmi A7 Pro 4G 4/128GB — short-time deal language,Source offer time was not visible in the expanded alert.; No price posted
2026-09-14  Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy S25 FE / S25 / S26 FE / S26 Ultra variants,,Shabbir Simtronics DXB,Galaxy S25FE/S25/S26 FE/S26 Ultra variants — list only,Source offer time was not visible in the expanded alert.; No price posted
2026-09-14  Asia/Kuwait,Onkar Singh Rajput HK,Xiaomi Note 17 Pro 8/256GB 5G,,Onkar Singh Rajput HK,Xiaomi Note 17 Pro 8/256GB 5G — on booking,Source offer time was not visible in the expanded alert.; No price posted
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi Note 15 8/256GB,,Fiona Tang HK,Redmi note15 8+256 190$,From WA chat-list preview; full chat not opened (computerUse unavailable to executor).; USD 190
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi A7 Pro 4/64GB,,Fiona Tang HK,Redmi A7Pro 4+64 $97,From WA chat-list preview; full chat not opened (computerUse unavailable to executor).; USD 97
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi Note 15 8+256GB,,Fiona Tang HK,Redmi note15 8+256 190$,USD 190
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi A7 Pro 4+64GB,,Fiona Tang HK,Redmi A7Pro 4+64 $97,USD 97
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi 15 8+128GB,,Fiona Tang HK,Redmi15 8+128 172$,USD 172
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi 15C 8+256GB,,Fiona Tang HK,Redmi 15C 8+256 156$,USD 156
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi A5 3+64GB,,Fiona Tang HK,Redmi A5 3+64 92$,USD 92
2026-09-15 05:49 Asia/Kuwait,Fiona Tang HK,Redmi 15C 5G 4+128GB,,Fiona Tang HK,Redmi 15C 5G 4+128 153$,USD 153
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 4/128GB EU NFC activated resealed,,5g HK,WTS FOB HK Redmi 17 5G 4/128 EU NFC activated resealed 169.5$,USD 169.5
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 4/128GB CN NFC,,5g HK,WTS FOB HK Redmi 17 5G 4+128 CN NFC $137,USD 137
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 6/128GB,,5g HK,WTS FOB HK ... Redmi 17 5G 6+128 C…,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,OnePlus Nord CE5 8/256GB,,Teleflex Dubai,OnePlus Nord CE5 8/256GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A57 4/64GB,,Teleflex Dubai,ZTE Blade A57 4/64GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A57 4/128GB,,Teleflex Dubai,ZTE Blade A57 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A77 4/128GB,,Teleflex Dubai,ZTE Blade A77 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A35E 2/64GB,,Teleflex Dubai,ZTE Blade A35E 2/64GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A36 2/64GB,,Teleflex Dubai,ZTE Blade A36 2/64GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A36 4/64GB,,Teleflex Dubai,ZTE Blade A36 4/64GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A56 4/128GB,,Teleflex Dubai,ZTE Blade A56 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A75 5G 4/128GB,,Teleflex Dubai,ZTE Blade A75 5G 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A76 4/128GB,,Teleflex Dubai,ZTE Blade A76 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Blade A76 5G 4/128GB,,Teleflex Dubai,ZTE Blade A76 5G 4/128GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Nubia V80 Max 4/256GB,,Teleflex Dubai,ZTE Nubia V80 Max 4/256GB,
2026-09-15 01:36 Asia/Kuwait,Teleflex Dubai,ZTE Nubia V80 Design 4/256GB,,Teleflex Dubai,ZTE Nubia V80 Design 4/256GB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A06 4GB+64GB | AFR,,Shabbir Simtronics DXB,A06 (A065) 4GB + 64GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A06 4GB+128GB | AFR,,Shabbir Simtronics DXB,A06 (A065) 4GB + 128GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A07 4GB+64GB | INDO/AFB/ARB,,Shabbir Simtronics DXB,A07 (A075) 4GB + 64GB | INDO/AFB/ARB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A07 4GB+128GB | AFR,,Shabbir Simtronics DXB,A07 (A075) 4GB + 128GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A07s 4GB+64GB | AFR,,Shabbir Simtronics DXB,A07s (A077) 4GB + 64GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A16 4GB+128GB | AFB,,Shabbir Simtronics DXB,A16 (A165) 4GB + 128GB | AFB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A17 4GB+128GB | ARB/AFB,,Shabbir Simtronics DXB,A17 (A175) 4GB + 128GB | ARB/AFB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A17 6GB+128GB | ARB,,Shabbir Simtronics DXB,A17 (A175) 6GB + 128GB | ARB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A17 8GB+128GB,,Shabbir Simtronics DXB,A17 (A175) 8GB + 128GB,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A17 8GB+256GB | MLY,,Shabbir Simtronics DXB,A17 (A175) 8GB + 256GB | MLY,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A27 6GB+128GB | AFR/EU,,Shabbir Simtronics DXB,A27 (A276) 6GB + 128GB | AFR/EU,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A27 8GB+256GB | MLY/PCT/AFR,,Shabbir Simtronics DXB,A27 (A276) 8GB + 256GB | MLY/PCT/AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A37 8GB+256GB | PCT,,Shabbir Simtronics DXB,A37 (A376) 8GB + 256GB PCT,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A37 12GB+256GB | MLY,,Shabbir Simtronics DXB,A37 (A376) 12GB + 256GB MLY,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A57 8GB+256GB | INDO,,Shabbir Simtronics DXB,A57 (A576) 8GB + 256GB | INDO,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A57 12GB+256GB | INDO,,Shabbir Simtronics DXB,A57 (A576) 12GB + 256GB | INDO,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy A57 12GB+512GB | SG,,Shabbir Simtronics DXB,A57 (A576) 12GB + 512GB | SG,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy S25 12GB+256GB | INDIA,,Shabbir Simtronics DXB,S25 (S931) 12GB + 256GB INDIA,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy S26 FE 8GB+256GB | AFR,,Shabbir Simtronics DXB,S26 FE (S741) 8GB + 256GB AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Galaxy S26 Ultra 12GB+512GB | AFR,,Shabbir Simtronics DXB,S26 ULTRA (S948) 12GB + 512GB AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Z Fold 8 Wide 12GB+256GB | AFR,,Shabbir Simtronics DXB,Z FOLD 8 WIDE (F971) 12GB + 256GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Z Fold 8 Wide 12GB+512GB | AFR,,Shabbir Simtronics DXB,Z FOLD 8 WIDE (F971) 12GB + 512GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Z Fold 8 Ultra 12GB+256GB | AFR,,Shabbir Simtronics DXB,Z FOLD 8 ULTRA (F976) 12GB + 256GB | AFR,
2026-09-15 01:30 Asia/Kuwait,Shabbir Simtronics DXB,Samsung Z Fold 8 Ultra 12GB+512GB | SG,,Shabbir Simtronics DXB,Z FOLD 8 ULTRA (F976) 12GB + 512GB | SG,
2026-09-15 01:25 Asia/Kuwait,CHIRAG DXB,A075 4/64GB Thai,,CHIRAG DXB,A075 4/64 THAI ...,
2026-09-15 01:25 Asia/Kuwait,CHIRAG DXB,A075 4/64GB Arabic,,CHIRAG DXB,A075 4/64 ARABIC ...,
2026-09-10 08:00 Asia/Kuwait,CHIRAG DXB,Note 14S 8/256GB,,CHIRAG DXB,NOTE 14S 8/256 - 185 $,USD 185
2026-09-10 08:00 Asia/Kuwait,CHIRAG DXB,Note 15 Pro 8/256GB,,CHIRAG DXB,NOTE 15 PRO 8/256 - 262 $,USD 262
2026-09-15 01:06 Asia/Kuwait,Joy Xie HK,Poco C71 4+64GB EU,,Joy Xie HK,Poco C71 4+64 EU $92,USD 92
2026-09-15 01:06 Asia/Kuwait,Joy Xie HK,Poco C71 4+128GB EU,,Joy Xie HK,Poco C71 4+128 EU $105,USD 105
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17 4+128GB,,Joy Xie HK,Redmi 17 4+128GB $120,USD 120
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17 8+256GB,,Joy Xie HK,Redmi 17 8+256GB $150,USD 150
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17 5G 6+128GB,,Joy Xie HK,Redmi 17 5G 6+128GB $160,USD 160
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Neo 5 Max 5G 8/256GB,,Teleflex Telecom Fzco,Neo 5 Max 5G 8/256gb,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Nubia Air Pro 5G 8/256GB,,Teleflex Telecom Fzco,Nubia Air Pro 5G 8/256gb 🔥,
2026-09-15 05:14 Asia/Kuwait,Teleflex Telecom Fzco,Samsung Galaxy A57 12/512GB,,Teleflex Telecom Fzco,WTS Sam. A57 12/512,
2026-09-15 06:33 Asia/Kuwait,Teleflex Telecom Fzco,Redmi A7 Pro 4/128GB,,Teleflex Telecom Fzco,WTS Redmi A7 Pro 4/128,
2026-09-15 01:47 Asia/Kuwait,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S26 Ultra (S948) 12+512GB,,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S26 Ultra S948 12+ B/D 512gb @$980,USD 980
2026-09-15 01:02 Asia/Kuwait,Fiona Tang HK,HONOR X5C PLUS 6+256G US,,Fiona Tang HK,"HONOR X5C PLUS 6+256G US Black/Silver,Green$143",$143
2026-09-15 01:02 Asia/Kuwait,Fiona Tang HK,HONOR X9D 8+512G US,,Fiona Tang HK,HONOR X9D 8+512G US Black $313,$313
2026-09-15 02:58 Asia/Kuwait,Fiona Tang HK,Redmi Note 15 8+256G,,Fiona Tang HK,note 15 8+256 193$,$193
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi Note 15 8+256G,,Fiona Tang HK,Redmi note15 8+256 190$,$190
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi A7 Pro 4+64G,,Fiona Tang HK,Redmi A7Pro 4+64 $97,$97
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi 15 8+128G,,Fiona Tang HK,Redmi15 8+128 172$,$172
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi 15C 8+256G,,Fiona Tang HK,Redmi 15C 8+256 156$,$156
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi A5 3+64G,,Fiona Tang HK,Redmi A5 3+64 92$,$92
2026-09-15 07:49 Asia/Kuwait,Fiona Tang HK,Redmi 15C 5G 4+128G,,Fiona Tang HK,Redmi 15C 5G 4+128 153$,$153
2026-09-14 22:31 Asia/Kuwait,Roy HK,Redmi 15C 4G 4+128 EU,,Roy HK,Redmi 15C 4G 4+128 EU $115,$115
2026-09-15 04:05 Asia/Kuwait,Roy HK,Redmi 15C 5G 4/128G UK,,Roy HK,Redmi 15C 5G 4/128G UK $146 with UK Charger,$146
2026-09-11 00:52 Asia/Kuwait,Roy HK,POCO C71 4+64 EU,,Roy HK,POCO C71 4+64 EU $89,$89
2026-09-11 01:34 Asia/Kuwait,Roy HK,POCO X8 Pro 8+256 EU,,Roy HK,Poco X8pro 8+256 EU $328,$328
2026-09-10 02:43 Asia/Kuwait,Roy HK,Redmi Note 15 5G NFC 8+256 EU,,Roy HK,Redmi Note 15 5G NFC 8+256 EU $218,$218
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 4+128 CN NFC,,5g HK,WTS Fob HK Redmi 17 5G 4+128 CN NFC $137,$137
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 6+128 CN,,5g HK,WTS Fob HK Redmi 17 5G 6+128 CN $155,$155
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 13C 5G 6+128G CN,,5g HK,WTS Fob HK Redmi 13C 5G 6+128G CN $118,$118
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 14C 4G 4+128G CN,,5g HK,WTS Fob HK Redmi 14C 4G 4+128G CN ,
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 14C 4G 8+256G CN,,5g HK,WTS Fob HK Redmi 14C 4G 8+256G CN ,
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17C 4G 4+64G CN,,5g HK,WTS Fob HK Redmi 17C 4G 4+64G CN $107,$107
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17C 4G 4+128G CN,,5g HK,WTS Fob HK Redmi 17C 4G 4+128G CN $122,$122
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17C 4G 8+256G CN,,5g HK,WTS Fob HK Redmi 17C 4G 8+256G CN $148,$148
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note14 5G 8+128 CN,,5g HK,WTS Fob HK Redmi Note14 5G 8+128 CN $158,$158
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note14 5G 8+256 CN,,5g HK,WTS Fob HK Redmi Note14 5G 8+256 CN $188,$188
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note17 5G 6+128 CN,,5g HK,WTS Fob HK Redmi Note17 5G 6+128 CN $178,$178
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note17 5G 8+128 CN,,5g HK,WTS Fob HK Redmi Note17 5G 8+128 CN $193,$193
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note17 5G 8+256 CN,,5g HK,WTS Fob HK Redmi Note17 5G 8+256 CN $210,$210
2026-09-15 07:42 Asia/Kuwait,5g HK,Xiaomi Civi5Pro 5G 12+256 CN,,5g HK,WTS Fob HK Xiaomi Civi5Pro 5G 12+256 CN $330,$330
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi Note 14 Pro+ 12+512 CN,,5g HK,WTS Fob HK Redmi Note 14 Pro+ 12+512 CN $248,$248
2026-09-15 07:42 Asia/Kuwait,5g HK,Redmi 17 5G 4/128 EU NFC activated resealed,,5g HK,WTS Fob HK Redmi 17 5G 4/128 EU NFC activated resealed $169.5,$169.5
2026-09-12 07:19 Asia/Kuwait,Lancy Tang HK,Redmi Note14 5G 8+256GB Global spec,,Lancy Tang HK,Redmi Note14 5G 8+256GB Global spec 300 pieces $188/pc exw hk give you $187/pc exw hk,$187/pc exw hk
2026-09-15 02:49 Asia/Kuwait,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,WTS: Redmi 15C 5G 4+128GB EU Spec Any demand for the above model ?,
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi Note 15 8+256G EU,,Joy Xie HK,"WTS, EX HK, please check Redmi Note 15 8+256G EU $193",$193
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi Note17 5G 6+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi Note17 5G 6+128G $180",$180
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi Note17 5G 8+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi Note17 5G 8+128G $195",$195
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi Note17 5G 8+256G,,Joy Xie HK,"WTS, EX HK, please check Redmi Note17 5G 8+256G $215",$215
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 9A 4+64G,,Joy Xie HK,"WTS, EX HK, please check Redmi 9A 4+64G $80",$80
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 14C 4+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi 14C 4+128G $108",$108
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 14C 8+256G,,Joy Xie HK,"WTS, EX HK, please check Redmi 14C 8+256G $127",$127
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 13C 6+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi 13C 6+128G $121",$121
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17C 4+64G,,Joy Xie HK,"WTS, EX HK, please check Redmi 17C 4+64G $110",$110
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17C 4+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi 17C 4+128G $125",$125
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17C 8+256G,,Joy Xie HK,"WTS, EX HK, please check Redmi 17C 8+256G $150",$150
2026-09-10 00:19 Asia/Kuwait,Joy Xie HK,Redmi 17 5G 6+128G,,Joy Xie HK,"WTS, EX HK, please check Redmi 17 5G 6+128G $160",$160
2026-09-15 01:06 Asia/Kuwait,Joy Xie HK,POCO C71 4+64 EU,,Joy Xie HK,"WTS, EX HK, please check POCO C71 4+64 EU $92",$92
2026-09-15 01:06 Asia/Kuwait,Joy Xie HK,POCO C71 4+128 EU,,Joy Xie HK,"WTS, EX HK, please check POCO C71 4+128 EU $105",$105
2026-09-15 02:59 Asia/Kuwait,Onkar Singh Rajput HK,Samsung A17 8/128GB 5G,,Onkar Singh Rajput HK,Wts Samsung A17 8/128GB 5G On booking,On booking
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A066 5G 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK A066 5G 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A066 5G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK A066 5G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A066 5G 6/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK A066 5G 6/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A075 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK A075 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A076 5G 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK A076 5G 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A075 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK A075 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A175 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK A175 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,A176 5G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK A176 5G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,OnePlus Nord CE5 5G 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK OnePlus Nord CE5 5G 8/256GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Redmi A5 3/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK Redmi A5 3/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Redmi A7 Pro 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK Redmi A7 Pro 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Redmi A7 Pro 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK Redmi A7 Pro 4/128GB,
